147,134,189,137,186,138,116
178,132,188,135,187,139,113
207,132,187,137,186,139,115
238,133,188,136,185,139,117
268,133,188,136,186,139,114
299,135,186,137,187,140,116
328,135,187,138,187,138,117
359,136,186,138,189,138,116
389,136,187,137,188,140,119
419,135,189,136,187,138,122
449,134,188,136,188,138,126
479,136,188,135,187,137,133
509,131,189,136,187,139,138
539,138,188,136,188,138,149
570,144,190,133,186,139,167
600,140,187,135,187,140,179
630,141,191,134,188,143,185
660,145,189,135,189,147,187
691,143,188,132,188,150,188
720,146,187,133,190,150,189
750,149,188,133,189,152,188
781,150,188,132,188,154,190
811,146,188,132,190,155,187
841,148,189,132,189,154,188
871,151,184,131,189,158,188
902,151,184,132,189,160,186
931,152,184,133,189,158,185
962,151,183,136,188,156,185
992,150,182,136,188,150,184
1022,152,181,134,187,141,184
1053,151,180,135,187,138,186
1085,151,178,135,188,137,186
1116,149,180,136,189,138,187
1146,147,181,134,188,135,160
1178,152,184,135,188,121,143
1209,162,184,134,190,100,117
1241,150,184,131,190,80,113
1270,150,184,129,189,75,112
1301,147,185,129,190,73,116
1331,152,184,129,188,69,110
1361,152,185,129,185,69,102
1391,151,186,132,184,68,96
1421,153,186,134,182,68,94
1449,153,187,135,179,67,95
1478,153,186,138,176,68,96
1508,151,186,137,173,68,95
1537,143,187,138,173,72,93
1566,137,186,139,175,74,89
1595,128,190,140,178,79,83
1625,133,189,140,178,86,84
1653,128,190,139,181,94,83
1682,127,189,138,184,101,81
1713,128,189,137,186,111,77
1742,122,189,133,189,127,82
1773,121,187,126,192,142,79
1803,123,190,123,192,147,77
1833,121,189,123,192,154,78
1863,119,189,119,192,156,80
1894,118,190,120,192,159,81
1924,116,192,121,192,160,83
1954,117,191,122,190,160,83
1984,116,190,123,189,160,78
2014,116,190,122,189,160,80
2044,116,191,124,189,160,81
2074,116,191,124,189,159,71
2105,115,190,123,188,159,78
2135,118,190,124,190,160,72
2165,117,189,126,189,159,75
2195,116,191,124,188,160,77
2226,115,191,126,188,160,74
2255,115,189,125,188,160,72
2286,115,190,124,190,160,72
2316,116,191,125,188,159,72
2345,116,191,125,187,161,73
2376,116,191,124,189,161,75
2406,114,191,126,188,158,73
2437,116,190,125,189,159,72
2466,118,191,123,189,162,76
2497,118,191,126,188,159,78
2527,115,191,126,189,159,79
2557,117,191,125,189,161,81
2587,115,189,126,189,159,79
2618,119,189,126,189,160,80
2648,116,191,126,189,160,81
2677,117,190,125,188,161,81
2708,117,192,126,189,160,79
2738,118,190,126,189,159,80
2768,118,190,126,189,159,81
2798,120,191,125,188,160,80
2829,118,192,127,190,159,78
2859,118,191,126,189,160,82
2889,118,191,127,189,159,82
2919,118,191,128,189,159,80
2950,119,190,127,189,160,82
2979,119,190,126,190,160,81
3009,119,191,127,189,159,83
3040,119,191,128,189,159,80
3069,119,191,128,189,159,80
3100,120,191,126,189,159,82
3130,120,191,128,189,159,82
3161,120,191,128,190,159,79
3190,122,191,128,190,159,81
3221,119,190,127,189,158,83
3251,121,191,127,189,159,81
3281,119,190,128,189,159,82
3311,118,189,128,190,159,81
3341,120,191,129,190,159,82
3372,120,190,127,189,159,80
3401,119,191,127,190,159,82
3432,121,190,128,188,160,82
3462,122,191,128,190,159,80
3492,119,189,128,191,159,82
3522,120,191,127,189,158,81
3553,121,191,128,189,159,81
3582,120,191,128,190,159,80
3612,120,190,127,189,160,83
3643,120,191,128,190,158,80
3673,119,190,129,189,160,79
3703,119,190,128,190,159,80
3733,120,190,128,189,159,80
3764,119,191,127,189,160,80
3793,121,190,129,190,158,81
3824,121,189,128,191,158,83
3854,120,191,129,189,159,81
3885,120,191,128,189,159,78
3914,121,190,128,190,158,81
3944,120,190,128,189,159,82
3975,121,191,128,191,159,80
4004,121,190,128,191,159,80
4035,121,190,128,190,160,79
4065,120,189,129,190,159,80
4096,120,191,128,191,157,80
4125,123,192,127,191,157,81
4156,121,191,127,191,159,82
4186,119,190,129,190,159,81
4216,122,191,128,190,159,76
4246,121,191,129,190,158,81
4276,120,190,128,190,158,80
4306,120,191,128,190,158,82
4336,120,190,128,190,158,80
4367,120,190,128,190,158,78
4397,121,191,129,190,159,79
4427,120,191,129,190,158,80
4457,121,190,129,190,159,81
4488,121,190,129,190,158,81
